Country or Area,Year,Value,
Madagascar,1984,2939485472,
Madagascar,1983,3511573992,
Madagascar,1982,3526198070,
Madagascar,1981,3594868208,
Madagascar,1980,4042139901,
Madagascar,1979,3463565881,
Madagascar,1978,2669755116,
Madagascar,1977,2358930406,
Madagascar,1976,2181844194,
Madagascar,1975,2283049233,
Madagascar,1974,1917508190,
Madagascar,1973,1653062347,
Madagascar,1972,1341590682,
Madagascar,1971,1199507630,
Madagascar,1970,1111859570,
Madagascar,1969,1056391055,
Madagascar,1968,1031669636,
Madagascar,1967,956436931.1,
Madagascar,1966,900264583.7,
Madagascar,1965,833563472.2,
Madagascar,1964,802482182.9,
Madagascar,1963,759345863,
Madagascar,1962,739286906.9,
Madagascar,1961,699161943.9,
Madagascar,1960,673081724.1,
Malawi,2013,3705386790,
Malawi,2012,4240492849,
Malawi,2011,5627898037,
Malawi,2010,5398616985,
Malawi,2009,5030639934,
Malawi,2008,4276769712,
Malawi,2007,3647817219,
Malawi,2006,3116789658,
Malawi,2005,2754995877,
Malawi,2004,2625127098,
Malawi,2003,2424656666,
Malawi,2002,2665158943,
Malawi,2001,1716502069,
Malawi,2000,1743506287,
Malawi,1999,1775920039,
Malawi,1998,1750585205,
Malawi,1997,2663238981,
Malawi,1996,2281039099,
Malawi,1995,1397454123,
Malawi,1994,1181801915,
Malawi,1993,2070647130,
Malawi,1992,1799529369,
Malawi,1991,2203536041,
Malawi,1990,1880784193,
Malawi,1989,1590201669,
Malawi,1988,1379923808,
Malawi,1987,1183071377,
Malawi,1986,1183671771,
Malawi,1985,1131349974,
Malawi,1984,1208026105,
Malawi,1983,1223225050,
Malawi,1982,1180094061,
Malawi,1981,1237686925,
Malawi,1980,1237662106,
Malawi,1979,1058297637,
Malawi,1978,948983346.7,
Malawi,1977,806265763.8,
Malawi,1976,670309253,
Malawi,1975,613196872.6,
Malawi,1974,548618789.9,
Malawi,1973,444302221.3,
Malawi,1972,406084197.4,
Malawi,1971,365389567.2,
Malawi,1970,290520116.3,
Malawi,1969,265800106.4,
Malawi,1968,245160098.1,
Malawi,1967,269812781.8,
Malawi,1966,260400208.5,
Malawi,1965,229460183.7,
Malawi,1964,194740155.9,
Malawi,1963,190820152.8,
Malawi,1962,183120146.6,
Malawi,1961,174580139.8,
Malawi,1960,162960130.5,
Malaysia,2013,3.13E+11,
Malaysia,2012,3.05E+11,
Malaysia,2011,2.90E+11,
Malaysia,2010,2.48E+11,
Malaysia,2009,2.02E+11,
Malaysia,2008,2.31E+11,
Malaysia,2007,1.94E+11,
Malaysia,2006,1.63E+11,
Malaysia,2005,1.44E+11,
Malaysia,2004,1.25E+11,
Malaysia,2003,1.10E+11,
Malaysia,2002,1.01E+11,
Malaysia,2001,92783947368,
Malaysia,2000,93789473684,
Malaysia,1999,79148158888,
Malaysia,1998,72175568306,
Malaysia,1997,1.00E+11,
Malaysia,1996,1.01E+11,
Malaysia,1995,88832454352,
Malaysia,1994,74481194899,
Malaysia,1993,66894448089,
Malaysia,1992,59151684123,
Malaysia,1991,49133851512,
Malaysia,1990,44023808215,
Malaysia,1989,38848565930,
Malaysia,1988,35271881996,
Malaysia,1987,32181695659,
Malaysia,1986,28243103020,
Malaysia,1985,31772244237,
Malaysia,1984,34565849169,
Malaysia,1983,30682563370,
Malaysia,1982,27287163523,
Malaysia,1981,25463038429,
Malaysia,1980,24937045114,
Malaysia,1979,21602645098,
Malaysia,1978,16658322459,
Malaysia,1977,13975278668,
Malaysia,1976,11753574870,
Malaysia,1975,9890359225,
Malaysia,1974,10100863611,
Malaysia,1973,8150688760,
Malaysia,1972,5364357955,
Malaysia,1971,4514334715,
Malaysia,1970,4276665286,
Malaysia,1969,4050763016,
Malaysia,1968,3667209742,
Malaysia,1967,3515850936,
Malaysia,1966,3392767687,
Malaysia,1965,3187851274,
Malaysia,1964,2899751388,
Malaysia,1963,2708474919,
Malaysia,1962,2543810831,
Malaysia,1961,2422724545,
Malaysia,1960,2441020462,
Maldives,2013,2299843167,
Maldives,2012,2113179304,
Maldives,2011,2162990126,
Maldives,2010,2134104884,
Maldives,2009,1984639641,
Maldives,2008,1891633531,
Maldives,2007,1541978559,
Maldives,2006,1303375806,
Maldives,2005,992473987.3,
Maldives,2004,1075605492,
Maldives,2003,949867661.8,
Maldives,2002,828240882.5,
Maldives,2001,802442810.5,
Maldives,2000,624337143.6,
Maldives,1999,589239757,
Maldives,1998,540096400.2,
Maldives,1997,508223603.2,
Maldives,1996,450382328,
Maldives,1995,398988955,
Maldives,1994,355884383.1,
Maldives,1993,322326642.3,
Maldives,1992,284853358.6,
Maldives,1991,244468292.7,
Maldives,1990,215089005.2,
Maldives,1989,189535398.2,
Maldives,1988,168610478.4,
Maldives,1987,141268980.5,
Maldives,1986,141902097.9,
Maldives,1985,127154929.6,
Maldives,1984,109503546.1,
Maldives,1983,57829787.23,
Maldives,1982,47935843.79,
Maldives,1981,44781456.95,
Maldives,1980,42463576.16,
Mali,2013,10942727310,
Mali,2012,10340794110,
Mali,2011,10647545670,
Mali,2010,9422267260,
Mali,2009,8964480570,
Mali,2008,8737687353,
Mali,2007,7145394015,
Mali,2006,6122644015,
Mali,2005,5305317555,
Mali,2004,4874178417,
Mali,2003,4362439887,
Mali,2002,3342824260,
Mali,2001,2629739067,
Mali,2000,2422482318,
Mali,1999,2570429655,
Mali,1998,2596828336,
Mali,1997,2475185559,
Mali,1996,2619086428,
Mali,1995,2466160215,
Mali,1994,1762703059,
Mali,1993,2677966905,
Mali,1992,2852581755,
Mali,1991,2422840269,
Mali,1990,2421172497,
Mali,1989,2007784673,
Mali,1988,1947794155,
Mali,1987,1931545340,
Mali,1986,1678328289,
Mali,1985,1313685008,
Mali,1984,1311342831,
Mali,1983,1294458070,
Mali,1982,1327378900,
Mali,1981,1493651106,
Mali,1980,1787338105,
Mali,1979,1595422954,
Mali,1978,1222702572,
Mali,1977,1049838550,
Mali,1976,939228016,
Mali,1975,830710614,
Mali,1974,538747340.6,
Mali,1973,563683703,
Mali,1972,486617279.4,
Mali,1971,430096742,
Mali,1970,359772315,
Mali,1969,339913866.8,
Mali,1968,343771973.2,
Mali,1967,275494477.8,
Malta,2013,9642326075,
Malta,2012,8863076923,
Malta,2011,9302057270,
Malta,2010,8163841060,
Malta,2009,8099400961,
Malta,2008,8554293727,
Malta,2007,7513834700,
Malta,2006,6390123590,
Malta,2005,5980795756,
Malta,2004,5643525282,
Malta,2003,5119621569,
Malta,2002,4296164768,
Malta,2001,3917620728,
Malta,2000,3957418083,
Malta,1999,3907947937,
Malta,1998,3809619584,
Malta,1997,3633464750,
Malta,1996,3671827861,
Malta,1995,3599683395,
Malta,1994,2998504392,
Malta,1993,2709194766,
Malta,1992,3021944632,
Malta,1991,2750215016,
Malta,1990,2547330284,
Malta,1989,2118655300,
Malta,1988,2019503791,
Malta,1987,1751293216,
Malta,1986,1435038037,
Malta,1985,1117797225,
Malta,1984,1101807301,
Malta,1983,1165730173,
Malta,1982,1234474742,
Malta,1981,1243509858,
Malta,1980,1250199056,
Malta,1979,1001288245,
Malta,1978,793673674.5,
Malta,1977,625563347.4,
Malta,1976,527936892.8,
Malta,1975,474618292.7,
Malta,1974,376081181.8,
Malta,1973,345616069.5,
Malta,1972,295106775,
Malta,1971,264578308.9,
Malta,1970,250728829.1,
Marshall Islands,2013,190914600,
Marshall Islands,2012,184358700,
Marshall Islands,2011,172956700,
Marshall Islands,2010,163917000,
Marshall Islands,2009,152116100,
Marshall Islands,2008,152785100,
Marshall Islands,2007,150041700,
Marshall Islands,2006,143615000,
Marshall Islands,2005,137744500,
Marshall Islands,2004,131106365.5,
Marshall Islands,2003,126887585.5,
Marshall Islands,2002,124735071.9,
Marshall Islands,2001,115152142.7,
Marshall Islands,2000,110937729.4,
Marshall Islands,1999,107978893.1,
Marshall Islands,1998,108702068,
Marshall Islands,1997,106289109.3,
Marshall Islands,1996,110858000,
Marshall Islands,1995,120230000,
Marshall Islands,1994,108071000,
Marshall Islands,1993,99461000,
Marshall Islands,1992,91063000,
Marshall Islands,1991,82507000,
Marshall Islands,1990,78476000,
Marshall Islands,1989,72798000,
Marshall Islands,1988,70688000,
Marshall Islands,1987,62983000,
Marshall Islands,1986,55989000,
Marshall Islands,1985,43879000,
Marshall Islands,1984,45144000,
Marshall Islands,1983,41749000,
Marshall Islands,1982,34918000,
Marshall Islands,1981,31020000,
Mauritania,2013,4158182904,
Mauritania,2012,3958702640,
Mauritania,2011,4136083148,
Mauritania,2010,3526946757,
Mauritania,2009,3027020112,
Mauritania,2008,3585284290,
Mauritania,2007,2837532539,
Mauritania,2006,2699181755,
Mauritania,2005,1857835410,
Mauritania,2004,1496460379,
Mauritania,2003,1285178266,
Mauritania,2002,1149655599,
Mauritania,2001,1121563745,
Mauritania,2000,1081207527,
Mauritania,1999,1194629188,
Mauritania,1998,1222431517,
Mauritania,1997,1401946883,
Mauritania,1996,1442598430,
Mauritania,1995,1415296646,
Mauritania,1994,1315932677,
Mauritania,1993,1249945002,
Mauritania,1992,1464392409,
Mauritania,1991,1443688856,
Mauritania,1990,1019600771,
Mauritania,1989,981529400.5,
Mauritania,1988,957377507.5,
Mauritania,1987,909820553.4,
Mauritania,1986,802890746.9,
Mauritania,1985,683193885,
Mauritania,1984,726937320.8,
Mauritania,1983,788371855.9,
Mauritania,1982,750214410.7,
Mauritania,1981,747994681.9,
Mauritania,1980,709041452.2,
Mauritania,1979,644070364.9,
Mauritania,1978,544424605.1,
Mauritania,1977,540635389.6,
Mauritania,1976,524407931.9,
Mauritania,1975,475916514.7,
Mauritania,1974,414772351.9,
Mauritania,1973,333731874.4,
Mauritania,1972,265009395.1,
Mauritania,1971,227051055,
Mauritania,1970,209348253.6,
Mauritania,1969,199643444.6,
Mauritania,1968,210695183.8,
Mauritania,1967,191221777.8,
Mauritania,1966,180340653.8,
Mauritania,1965,172767213.3,
Mauritania,1964,151897168.1,
Mauritania,1963,113797356.8,
Mauritania,1962,111148585.6,
Mauritania,1961,107726181.2,
Mauritania,1960,92609222.69,
Mauritius,2013,11929250814,
Mauritius,2012,11442096506,
Mauritius,2011,11252405860,
Mauritius,2010,9718233911,
Mauritius,2009,8834661043,
Mauritius,2008,9641077098,
Mauritius,2007,7792063567,
Mauritius,2006,6731536244,
Mauritius,2005,6283796155,
Mauritius,2004,6385691315,
Mauritius,2003,5609836354,
Mauritius,2002,4767303153,
Mauritius,2001,4536544699,
Mauritius,2000,4582562398,
Mauritius,1999,4291171396,
Mauritius,1998,4169672974,
Mauritius,1997,4187375888,
Mauritius,1996,4421952121,
Mauritius,1995,4040342060,
Mauritius,1994,3558143642,
Mauritius,1993,3263363788,
Mauritius,1992,3224265824,
Mauritius,1991,2856889162,
Mauritius,1990,2653485952,
Mauritius,1989,2191101651,
Mauritius,1988,2143480497,
Mauritius,1987,1888752207,
Mauritius,1986,1469050658,
Mauritius,1985,1080643202,
Mauritius,1984,1044926097,
Mauritius,1983,1094857360,
Mauritius,1982,1082934402,
Mauritius,1981,1147187568,
Mauritius,1980,1136544231,
Mauritius,1979,1216227805,
Mauritius,1978,1019634978,
Mauritius,1977,827093630.3,
Mauritius,1976,706988627.7,
Mexico,2013,1.26E+12,
Mexico,2012,1.19E+12,
Mexico,2011,1.17E+12,
Mexico,2010,1.05E+12,
Mexico,2009,8.95E+11,
Mexico,2008,1.10E+12,
Mexico,2007,1.04E+12,
Mexico,2006,9.67E+11,
Mexico,2005,8.66E+11,
Mexico,2004,7.70E+11,
Mexico,2003,7.13E+11,
Mexico,2002,7.42E+11,
Mexico,2001,7.25E+11,
Mexico,2000,6.84E+11,
Mexico,1999,5.79E+11,
Mexico,1998,5.02E+11,
Mexico,1997,4.81E+11,
Mexico,1996,3.97E+11,
Mexico,1995,3.44E+11,
Mexico,1994,5.27E+11,
Mexico,1993,5.04E+11,
Mexico,1992,3.64E+11,
Mexico,1991,3.14E+11,
Mexico,1990,2.63E+11,
Mexico,1989,2.23E+11,
Mexico,1988,1.83E+11,
Mexico,1987,1.40E+11,
Mexico,1986,1.29E+11,
Mexico,1985,1.84E+11,
Mexico,1984,1.76E+11,
Mexico,1983,1.49E+11,
Mexico,1982,1.74E+11,
Mexico,1981,2.50E+11,
Mexico,1980,1.94E+11,
Mexico,1979,1.35E+11,
Mexico,1978,1.03E+11,
Mexico,1977,81825780564,
Mexico,1976,89023916067,
Mexico,1975,88003982689,
Mexico,1974,71976542927,
Mexico,1973,55271303176,
Mexico,1972,45178119327,
Mexico,1971,39200879416,
Mexico,1970,35541711470,
Mexico,1969,32515754314,
Mexico,1968,29363632834,
Mexico,1967,26556372081,
Mexico,1966,24337233447,
Mexico,1965,21829715344,
Mexico,1964,20070134741,
Mexico,1963,16936337668,
Mexico,1962,15221053213,
Mexico,1961,14153954349,
Mexico,1960,13056164925,
"Micronesia, Fed. Sts.",2013,316245700,
"Micronesia, Fed. Sts.",2012,326161000,
"Micronesia, Fed. Sts.",2011,310287500,
"Micronesia, Fed. Sts.",2010,294117200,
"Micronesia, Fed. Sts.",2009,277510900,
"Micronesia, Fed. Sts.",2008,261339600,
"Micronesia, Fed. Sts.",2007,255890800,
"Micronesia, Fed. Sts.",2006,252991200,
"Micronesia, Fed. Sts.",2005,249845600,
"Micronesia, Fed. Sts.",2004,239563300,
"Micronesia, Fed. Sts.",2003,244991000,
"Micronesia, Fed. Sts.",2002,241543400,
"Micronesia, Fed. Sts.",2001,240051900,
"Micronesia, Fed. Sts.",2000,233226300,
"Micronesia, Fed. Sts.",1999,220660500,
"Micronesia, Fed. Sts.",1998,219646200,
"Micronesia, Fed. Sts.",1997,206900300,
"Micronesia, Fed. Sts.",1996,218845700,
"Micronesia, Fed. Sts.",1995,222103600,
"Micronesia, Fed. Sts.",1994,202500000,
"Micronesia, Fed. Sts.",1993,198400000,
"Micronesia, Fed. Sts.",1992,178100000,
"Micronesia, Fed. Sts.",1991,166200000,
"Micronesia, Fed. Sts.",1990,147200000,
"Micronesia, Fed. Sts.",1989,135200000,
"Micronesia, Fed. Sts.",1988,124700000,
"Micronesia, Fed. Sts.",1987,116700000,
"Micronesia, Fed. Sts.",1986,112210000,
"Micronesia, Fed. Sts.",1983,106500000,
Middle East & North Africa (all income levels),2013,3.44E+12,
Middle East & North Africa (all income levels),2012,3.44E+12,
Middle East & North Africa (all income levels),2011,3.21E+12,
Middle East & North Africa (all income levels),2010,2.69E+12,
Middle East & North Africa (all income levels),2009,2.31E+12,
Middle East & North Africa (all income levels),2008,2.60E+12,
Middle East & North Africa (all income levels),2007,2.06E+12,
Middle East & North Africa (all income levels),2006,1.74E+12,
Middle East & North Africa (all income levels),2005,1.48E+12,
Middle East & North Africa (all income levels),2004,1.24E+12,
Middle East & North Africa (all income levels),2003,1.06E+12,
Middle East & North Africa (all income levels),2002,9.47E+11,
Middle East & North Africa (all income levels),2001,9.47E+11,
Middle East & North Africa (all income levels),2000,9.48E+11,
Middle East & North Africa (all income levels),1999,8.47E+11,
Middle East & North Africa (all income levels),1998,7.96E+11,
Middle East & North Africa (all income levels),1997,8.18E+11,
Middle East & North Africa (all income levels),1996,7.87E+11,
Middle East & North Africa (all income levels),1995,6.98E+11,
Middle East & North Africa (all income levels),1994,6.14E+11,
Middle East & North Africa (all income levels),1993,5.90E+11,
Middle East & North Africa (all income levels),1992,5.86E+11,
Middle East & North Africa (all income levels),1991,5.39E+11,
Middle East & North Africa (all income levels),1990,5.38E+11,
Middle East & North Africa (all income levels),1989,4.11E+11,
Middle East & North Africa (all income levels),1988,3.98E+11,
Middle East & North Africa (all income levels),1987,4.02E+11,
Middle East & North Africa (all income levels),1986,4.31E+11,
Middle East & North Africa (all income levels),1985,4.23E+11,
Middle East & North Africa (all income levels),1984,4.17E+11,
Middle East & North Africa (all income levels),1983,4.11E+11,
Middle East & North Africa (all income levels),1982,4.08E+11,
Middle East & North Africa (all income levels),1981,4.11E+11,
Middle East & North Africa (all income levels),1980,3.97E+11,
Middle East & North Africa (all income levels),1979,3.06E+11,
Middle East & North Africa (all income levels),1978,2.32E+11,
Middle East & North Africa (all income levels),1977,2.18E+11,
Middle East & North Africa (all income levels),1976,1.88E+11,
Middle East & North Africa (all income levels),1975,1.51E+11,
Middle East & North Africa (all income levels),1974,1.38E+11,
Middle East & North Africa (all income levels),1973,75379717319,
Middle East & North Africa (all income levels),1972,55990801409,
Middle East & North Africa (all income levels),1971,46077269313,
Middle East & North Africa (all income levels),1970,39387154651,
Middle East & North Africa (all income levels),1969,35661909840,
Middle East & North Africa (all income levels),1968,32016783582,
Middle East & North Africa (developing only),2013,1.50E+12,
Middle East & North Africa (developing only),2012,1.60E+12,
Middle East & North Africa (developing only),2011,1.50E+12,
Middle East & North Africa (developing only),2010,1.31E+12,
Middle East & North Africa (developing only),2009,1.14E+12,
Middle East & North Africa (developing only),2008,1.19E+12,
Middle East & North Africa (developing only),2007,9.40E+11,
Middle East & North Africa (developing only),2006,7.64E+11,
Middle East & North Africa (developing only),2005,6.56E+11,
Middle East & North Africa (developing only),2004,5.62E+11,
Middle East & North Africa (developing only),2003,4.88E+11,
Middle East & North Africa (developing only),2002,4.38E+11,
Middle East & North Africa (developing only),2001,4.47E+11,
Middle East & North Africa (developing only),2000,4.36E+11,
Middle East & North Africa (developing only),1999,4.18E+11,
Middle East & North Africa (developing only),1998,4.02E+11,
Middle East & North Africa (developing only),1997,3.95E+11,
Middle East & North Africa (developing only),1996,3.83E+11,
Middle East & North Africa (developing only),1995,3.33E+11,
Middle East & North Africa (developing only),1994,2.92E+11,
Middle East & North Africa (developing only),1993,2.86E+11,
Middle income,2013,2.39E+13,
Middle income,2012,2.25E+13,
Middle income,2011,2.14E+13,
Middle income,2010,1.84E+13,
Middle income,2009,1.52E+13,
Middle income,2008,1.52E+13,
Middle income,2007,1.28E+13,
Middle income,2006,1.03E+13,
Middle income,2005,8.78E+12,
Middle income,2004,7.43E+12,
Middle income,2003,6.33E+12,
Middle income,2002,5.64E+12,
Middle income,2001,5.58E+12,
Middle income,2000,5.56E+12,
Middle income,1999,5.14E+12,
Middle income,1998,5.20E+12,
Middle income,1997,5.26E+12,
Middle income,1996,4.96E+12,
Middle income,1995,4.52E+12,
Middle income,1994,4.02E+12,
Middle income,1993,3.58E+12,
Middle income,1992,3.30E+12,
Middle income,1991,3.09E+12,
Middle income,1990,3.04E+12,
Middle income,1989,2.65E+12,
Middle income,1988,2.49E+12,
Middle income,1987,2.30E+12,
Middle income,1986,2.23E+12,
Middle income,1985,2.14E+12,
Middle income,1984,2.03E+12,
Middle income,1983,2.00E+12,
Middle income,1982,2.04E+12,
Middle income,1981,2.05E+12,
Middle income,1980,1.90E+12,
Middle income,1979,1.62E+12,
Middle income,1978,1.36E+12,
Middle income,1977,1.26E+12,
Middle income,1976,1.12E+12,
Middle income,1975,1.02E+12,
Middle income,1974,9.28E+11,
Middle income,1973,7.26E+11,
Middle income,1972,5.73E+11,
Middle income,1971,5.09E+11,
Middle income,1970,4.72E+11,
Middle income,1969,4.30E+11,
Middle income,1968,3.84E+11,
Middle income,1967,3.63E+11,
Middle income,1966,3.53E+11,
Middle income,1965,3.43E+11,
Middle income,1964,3.12E+11,
Middle income,1963,2.75E+11,
Middle income,1962,2.58E+11,
Middle income,1961,2.47E+11,
Middle income,1960,2.58E+11,
Moldova,2013,7969618966,
Moldova,2012,7284686576,
Moldova,2011,7016162818,
Moldova,2010,5811604052,
Moldova,2009,5439422031,
Moldova,2008,6054806101,
Moldova,2007,4402495921,
Moldova,2006,3408454198,
Moldova,2005,2988172424,
Moldova,2004,2598231467,
Moldova,2003,1980901554,
Moldova,2002,1661818168,
Moldova,2001,1480656884,
Moldova,2000,1288420223,
Moldova,1999,1170785048,
Moldova,1998,1639497207,
Moldova,1997,1930071455,
Moldova,1996,1695130492,
Moldova,1995,1752995321,
Moldova,1994,1702314343,
Moldova,1993,2371812882,
Moldova,1992,2319243407,
Moldova,1991,3094567110,
Moldova,1990,3592856080,
Monaco,2011,6074506533,
Monaco,2010,5350993377,
Monaco,2009,5557579883,
Monaco,2008,6919241412,
Monaco,2007,5974371696,
Monaco,2006,4663488363,
Monaco,2005,4280072626,
Monaco,2004,4110348444,
Monaco,2003,3588988601,
Monaco,2002,2905973022,
Monaco,2001,2671401083,
Monaco,2000,2647883820,
Monaco,1999,2906009308,
Monaco,1998,2934578789,
Monaco,1997,2840182192,
Monaco,1996,3137848783,
Monaco,1995,3130270919,
Monaco,1994,2720297739,
Monaco,1993,2574439973,
Monaco,1992,2737066956,
Monaco,1991,2480497548,
Monaco,1990,2481316054,
Monaco,1989,2010116851,
Monaco,1988,2000674667,
Monaco,1987,1839095595,
Monaco,1986,1515209588,
Monaco,1985,1082851077,
Monaco,1984,1037314956,
Monaco,1983,1092551781,
Monaco,1982,1143229072,
Monaco,1981,1205166026,
Monaco,1980,1378130996,
Monaco,1979,1209898293,
Monaco,1978,1000535735,
Monaco,1977,811250927.4,
Monaco,1976,735339911.9,
Monaco,1975,711922994.2,
Monaco,1974,563939670.7,
Monaco,1973,523552815.1,
Monaco,1972,402460333.2,
Monaco,1971,327651488,
Monaco,1970,293073868,
Mongolia,2013,11516409581,
Mongolia,2012,10321968595,
Mongolia,2011,8761426371,
Mongolia,2010,6200357070,
Mongolia,2009,4583834427,
Mongolia,2008,5623236708,
Mongolia,2007,4234894168,
Mongolia,2006,3414053251,
Mongolia,2005,2523359941,
Mongolia,2004,1992066759,
Mongolia,2003,1595297301,
Mongolia,2002,1396555772,
Mongolia,2001,1267997923,
Mongolia,2000,1136896162,
Mongolia,1999,1057408608,
Mongolia,1998,1124440238,
Mongolia,1997,1180934217,
Mongolia,1996,1345719435,
Mongolia,1995,1452165053,
Mongolia,1994,925817089.5,
Mongolia,1993,768401665.8,
Mongolia,1992,1317611863,
Mongolia,1991,2379018323,
Mongolia,1990,2560785663,
Mongolia,1989,3576966795,
Mongolia,1988,3204461568,
Mongolia,1987,3020611584,
Mongolia,1986,2896178859,
Mongolia,1985,2186505472,
Mongolia,1984,2098734592,
Mongolia,1983,2725736619,
Mongolia,1982,2552401920,
Mongolia,1981,2310099115,
Montenegro,2013,4416083090,
Montenegro,2012,4045813953,
Montenegro,2011,4501753898,
Montenegro,2010,4114881347,
Montenegro,2009,4158135026,
Montenegro,2008,4538345345,
Montenegro,2007,3673382212,
Montenegro,2006,2696020575,
Montenegro,2005,2257174481,
Montenegro,2004,2073255525,
Montenegro,2003,1707662608,
Montenegro,2002,1284504509,
Montenegro,2001,1159891560,
Montenegro,2000,984279596.4,
Morocco,2013,1.04E+11,
Morocco,2012,95903690326,
Morocco,2011,99211339029,
Morocco,2010,90770671432,
Morocco,2009,90908402631,
Morocco,2008,88882967742,
Morocco,2007,75226318359,
Morocco,2006,65637107776,
Morocco,2005,59523857868,
Morocco,2004,56948015336,
Morocco,2003,49822651702,
Morocco,2002,40416114690,
Morocco,2001,37724674865,
Morocco,2000,37020609825,
Morocco,1999,39734023743,
Morocco,1998,40021694631,
Morocco,1997,37263566705,
Morocco,1996,41383907571,
Morocco,1995,37183957845,
Morocco,1994,34085406933,
Morocco,1993,30137111517,
Morocco,1992,32042164441,
Morocco,1991,31014466120,
Morocco,1990,28839382991,
Morocco,1989,25271642769,
Morocco,1988,24633853688,
Morocco,1987,20656951247,
Morocco,1986,18722705505,
Morocco,1985,14294246249,
Morocco,1984,14171045911,
Morocco,1983,15642990733,
Morocco,1982,17091648680,
Morocco,1981,17108443052,
Morocco,1980,21079357821,
Morocco,1979,15912133569,
Morocco,1978,13236854105,
Morocco,1977,11049896742,
Morocco,1976,9584323309,
Morocco,1975,8984824183,
Morocco,1974,7675408486,
Morocco,1973,6242177798,
Morocco,1972,5074117545,
Morocco,1971,4356633663,
Morocco,1970,3956328426,
Morocco,1969,3651615453,
Morocco,1968,3271415868,
Morocco,1967,3046339295,
Morocco,1966,2876395613,
Morocco,1965,2948325264,
Morocco,1964,2798345226,
Morocco,1963,2657252509,
Morocco,1962,2379611063,
Morocco,1961,2025693487,
Morocco,1960,2037154689,
Mozambique,2013,15630302814,
Mozambique,2012,14952946846,
Mozambique,2011,13244880035,
Mozambique,2010,10165353591,
Mozambique,2009,10726631100,
Mozambique,2008,11026247458,
Mozambique,2007,9192939074,
Mozambique,2006,7095910827,
Mozambique,2005,6578515331,
Mozambique,2004,5697991242,
Mozambique,2003,4666197195,
Mozambique,2002,4201332885,
Mozambique,2001,4075049537,
Mozambique,2000,4310090791,
Mozambique,1999,4536278939,
Mozambique,1998,4324474010,
Mozambique,1997,3810025425,
Mozambique,1996,3241719358,
Mozambique,1995,2246791389,
Mozambique,1994,2162771442,
Mozambique,1993,2027650518,
Mozambique,1992,1968901450,
Mozambique,1991,2748955274,
Mozambique,1990,2512109517,
Mozambique,1989,2314103710,
Mozambique,1988,2093393433,
Mozambique,1987,2353864265,
Mozambique,1986,5243440030,
Mozambique,1985,4458235939,
Mozambique,1984,3372771557,
Mozambique,1983,3237772708,
Mozambique,1982,3615064966,
Mozambique,1981,3532146141,
Mozambique,1980,3526259828,
Namibia,2013,13113069777,
Namibia,2012,13037393423,
Namibia,2011,12412389467,
Namibia,2010,11281996426,
Namibia,2009,8875960840,
Namibia,2008,8486515516,
Namibia,2007,8740923998,
Namibia,2006,7978676470,
Namibia,2005,7261301442,
Namibia,2004,6606866457,
Namibia,2003,4931280096,
Namibia,2002,3361236317,
Namibia,2001,3546791604,
Namibia,2000,3908645560,
Namibia,1999,3818964345,
Namibia,1998,3826538590,
Namibia,1997,4102682849,
Namibia,1996,3945295658,
Namibia,1995,3942494510,
Namibia,1994,3636647702,
Namibia,1993,3218434944,
Namibia,1992,3448309730,
Namibia,1991,3012725712,
Namibia,1990,2804357081,
Namibia,1989,2547362838,
Namibia,1988,2506590439,
Namibia,1987,2310417135,
Namibia,1986,1816728871,
Namibia,1985,1615794946,
Namibia,1984,1960596973,
Namibia,1983,2308102954,
Namibia,1982,2128058580,
Namibia,1981,2259233333,
Namibia,1980,2434779478,
Nepal,2013,19294348174,
Nepal,2012,19206800719,
Nepal,2011,18850351853,
Nepal,2010,15994094607,
Nepal,2009,12899651884,
Nepal,2008,12545438605,
Nepal,2007,10325618017,
Nepal,2006,9043715356,
Nepal,2005,8130258976,
Nepal,2004,7273933993,
Nepal,2003,6330476435,
Nepal,2002,6050875807,
Nepal,2001,6007061224,
Nepal,2000,5494252208,
Nepal,1999,5033642384,
Nepal,1998,4856255044,
Nepal,1997,4918691917,
Nepal,1996,4521580381,
Nepal,1995,4401104418,
Nepal,1994,4066775510,
Nepal,1993,3660041667,
Nepal,1992,3401211581,
Nepal,1991,3921476085,
Nepal,1990,3627559252,
Nepal,1989,3525228046,
Nepal,1988,3487009700,
Nepal,1987,2957252079,
Nepal,1986,2850780937,
Nepal,1985,2619913976,
Nepal,1984,2581215830,
Nepal,1983,2447174839,
Nepal,1982,2395425210,
Nepal,1981,2275583317,
Nepal,1980,1945916583,
Nepal,1979,1851250008,
Nepal,1978,1604162508,
Nepal,1977,1382400000,
Nepal,1976,1452789371,
Nepal,1975,1575789285,
Nepal,1974,1217953571,
Nepal,1973,972103599.7,
Nepal,1972,1024098805,
Nepal,1971,882765471.6,
Nepal,1970,865975308.6,
Nepal,1969,788641965.4,
Nepal,1968,772230299.8,
Nepal,1967,841974030.1,
Nepal,1966,906811948.8,
Nepal,1965,735267086.3,
Nepal,1964,496098775.3,
Nepal,1963,496948970.4,
Nepal,1962,574091104.4,
Nepal,1961,531959564.6,
Nepal,1960,508334416.8,
Netherlands,2013,8.54E+11,
Netherlands,2012,8.23E+11,
Netherlands,2011,8.94E+11,
Netherlands,2010,8.36E+11,
Netherlands,2009,8.58E+11,
Netherlands,2008,9.31E+11,
